Cena,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Okna,Rok budowy,Stan wykończenia,Czynsz,Forma własności,φ,λ,Ogrzewanie,Czas dojazdu do centrum
4795320.0,106.8,3,pierwotny,apartamentowiec,> 10,44.0,inne,aluminiowe,2015.0,,,pełna własność,52.231267445916004,21.002460999783,miejskie,5.25
5061600.0,210.9,4,pierwotny,apartamentowiec,10,52.0,inne,aluminiowe,2018.0,,,pełna własność,52.231237711613,21.002491795493,miejskie,5.233333333333333
559000.0,56.2,3,pierwotny,apartamentowiec,4,7.0,cegła,drewniane,2019.0,do wykończenia,550 zł,pełna własność,52.22337314097962,20.942675935473638,miejskie,30.0
10000000.0,600.0,4,pierwotny,apartamentowiec,> 10,44.0,inne,aluminiowe,2015.0,,,pełna własność,52.231171999999994,21.0038329,miejskie,2.45
2350000.0,63.0,2,wtórny,apartamentowiec,> 10,44.0,inne,aluminiowe,2018.0,,,pełna własność,52.231250853923996,21.002448880148002,miejskie,5.266666666666667
485000.0,59.04,3,pierwotny,,4,,,,2019.0,do zamieszkania,,pełna własność,,,miejskie,
355000.0,45.0,2,wtórny,apartamentowiec,2,5.0,,,2000.0,do remontu,550 zł,pełna własność,52.32769507791727,20.936760868261715,miejskie,55.0
669000.0,67.0,3,pierwotny,apartamentowiec,1,3.0,cegła,,2020.0,do wykończenia,650 zł,pełna własność,52.256787913210246,20.962409227539066,miejskie,43.0
725000.0,71.46,3,wtórny,apartamentowiec,4,6.0,inne,plastikowe,2019.0,do wykończenia,700 zł,pełna własność,52.21850146035485,20.899508348388675,miejskie,37.0
440000.0,62.5,3,wtórny,blok,> 10,15.0,pustak,plastikowe,1979.0,do remontu,700 zł,spółdzielcze własnościowe,52.243519492038395,21.08995936190185,miejskie,34.0
485000.0,40.0,2,wtórny,blok,> 10,16.0,,plastikowe,2003.0,do zamieszkania,480 zł,pełna własność,52.13785,21.029120000000002,miejskie,55.0
630000.0,59.5,3,wtórny,blok,parter,5.0,cegła,plastikowe,2018.0,do zamieszkania,250 zł,pełna własność,52.20915421708932,20.892468939611817,kotłownia,47.0
599000.0,51.6,2,wtórny,blok,> 10,15.0,cegła,plastikowe,2009.0,do zamieszkania,415 zł,pełna własność,52.281147284264186,20.923319716979986,miejskie,41.0
245038.0,25.93,1,pierwotny,apartamentowiec,4,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
256662.0,27.16,1,pierwotny,apartamentowiec,4,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
238234.0,25.21,1,pierwotny,apartamentowiec,parter,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
284823.0,30.14,2,pierwotny,apartamentowiec,3,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
288697.0,30.55,2,pierwotny,apartamentowiec,4,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
308175.0,35.22,2,pierwotny,apartamentowiec,3,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
615000.0,62.11,3,wtórny,blok,2,5.0,cegła,plastikowe,2008.0,do zamieszkania,500 zł,pełna własność,52.30544645,20.92804732,,52.0
245133.0,25.94,1,pierwotny,apartamentowiec,4,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
240000.0,27.0,1,wtórny,blok,parter,5.0,cegła,plastikowe,,do zamieszkania,260 zł,pełna własność,52.215958538799896,21.171339173213184,miejskie,53.0
335320.0,40.4,2,pierwotny,apartamentowiec,4,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
380480.0,47.56,3,pierwotny,apartamentowiec,4,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
357714.0,50.03,3,pierwotny,apartamentowiec,2,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
671000.0,42.24,2,wtórny,apartamentowiec,> 10,26.0,,plastikowe,,do wykończenia,,pełna własność,52.2279292,20.958511399999995,,14.0
719000.0,52.0,3,wtórny,apartamentowiec,> 10,24.0,,plastikowe,,do wykończenia,,pełna własność,52.2279292,20.958511399999995,,14.0
638274.0,38.22,2,wtórny,apartamentowiec,> 10,26.0,,plastikowe,,do wykończenia,,pełna własność,52.2279292,20.958511399999995,,14.0
336836.0,47.11,3,pierwotny,apartamentowiec,3,4.0,cegła,plastikowe,,do wykończenia,,,52.243151568377726,21.09058313232422,miejskie,34.0
525000.0,51.65,2,wtórny,,2,7.0,cegła,plastikowe,2004.0,do zamieszkania,420 zł,spółdzielcze własnościowe,52.239122283988074,20.937026243933104,miejskie,28.0
545000.0,70.0,3,wtórny,apartamentowiec,2,2.0,cegła,,2009.0,do zamieszkania,800 zł,pełna własność,,,miejskie,
1085000.0,85.0,3,wtórny,blok,parter,2.0,cegła,,2009.0,do zamieszkania,1 240 zł,pełna własność,,,miejskie,
430000.0,48.0,3,wtórny,blok,4,4.0,cegła,,1977.0,do remontu,484 zł,pełna własność,,,miejskie,
415000.0,50.1,2,wtórny,blok,4,10.0,wielka płyta,,1983.0,do zamieszkania,450 zł,pełna własność,,,miejskie,
1100000.0,75.5,3,wtórny,blok,1,6.0,,,2000.0,,,pełna własność,52.199877495188,21.005950570107,miejskie,27.0
5000.0,55.0,2,wtórny,blok,1,4.0,,,2008.0,do zamieszkania,,pełna własność,,,,
1564020.0,86.89,3,wtórny,apartamentowiec,3,4.0,cegła,drewniane,2017.0,do wykończenia,1 000 zł,pełna własność,52.196927238104,21.025140396283273,miejskie,31.0
959900.0,74.0,3,wtórny,blok,parter,8.0,żelbet,drewniane,2015.0,do zamieszkania,500 zł,pełna własność,52.22650525042343,20.953913722229007,inne,19.0
397465.3,27.74,1,pierwotny,,1,6.0,,,2020.0,,,,52.18335,21.04406,,35.0
447000.0,58.95,3,pierwotny,,1,7.0,,,2020.0,,,,52.204409999999996,20.880589999999998,,52.0
437243.0,35.29,2,pierwotny,,1,6.0,,,2020.0,,,,52.198609999999995,21.046429999999997,,33.0
440417.0,35.19,1,pierwotny,,1,8.0,,,2021.0,,,,52.185520000000004,20.99545,,39.0
418843.0,33.09,1,pierwotny,,8,8.0,,,,,,,52.25212,21.065479999999997,,29.0
428000.0,55.34,4,pierwotny,,2,5.0,,,,,,,52.30645,20.991429999999998,,45.0
419000.0,55.31,3,pierwotny,,1,5.0,,,2020.0,,,,52.30645,20.991429999999998,,45.0
1061000.0,93.11,3,wtórny,apartamentowiec,> 10,26.0,,plastikowe,,do wykończenia,,pełna własność,52.2279292,20.958511399999995,,14.0
935000.0,72.6,3,wtórny,apartamentowiec,2,5.0,cegła,,2006.0,do zamieszkania,725 zł,spółdzielcze wł. z KW,52.135680799999996,21.0673293,miejskie,44.0
255000.0,35.0,2,pierwotny,,,,,,,,,pełna własność,52.328987899999994,21.0076793,,61.0
769000.0,57.0,3,wtórny,apartamentowiec,4,11.0,pustak,plastikowe,,,500 zł,pełna własność,52.187643390256454,20.992398946557614,miejskie,35.0
920000.0,92.06,3,wtórny,blok,1,3.0,cegła,drewniane,2002.0,do zamieszkania,410 zł,pełna własność,,,miejskie,
382366.0,30.96,1,pierwotny,,10,10.0,,,2021.0,,,,52.163070000000005,20.992279999999997,,41.0
367545.0,30.96,1,pierwotny,,9,10.0,,,2021.0,,,,52.163070000000005,20.992279999999997,,41.0
359463.0,27.43,1,pierwotny,,6,10.0,,,2021.0,,,,52.163070000000005,20.992279999999997,,41.0
354814.0,55.01,3,pierwotny,,5,5.0,,,2021.0,,,,52.25847,21.12687,,52.0
353826.0,35.74,1,pierwotny,,1,4.0,,,2021.0,,,,52.24933,21.04864,,24.0
350000.0,41.37,2,pierwotny,,1,7.0,,,2020.0,,,,52.204409999999996,20.880589999999998,,52.0
353000.0,41.37,2,pierwotny,,3,7.0,,,2020.0,,,,52.204409999999996,20.880589999999998,,52.0
351900.0,43.15,3,pierwotny,,5,5.0,,,2020.0,,,,52.30645,20.991429999999998,,45.0
390000.0,39.87,3,pierwotny,,4,5.0,,,2020.0,,,,52.1583,20.99164,,42.0
384000.0,39.87,2,pierwotny,,3,5.0,,,2020.0,,,,52.1583,20.99164,,42.0
341062.0,55.01,3,pierwotny,,parter,5.0,,,2021.0,,,,52.25847,21.12687,,52.0
324812.5,51.97,3,pierwotny,,1,5.0,,,2021.0,,,,52.25847,21.12687,,52.0
284877.0,35.17,2,pierwotny,,4,5.0,,,2021.0,,,,52.25847,21.12687,,52.0
328000.0,30.81,1,pierwotny,,3,8.0,,,2021.0,,,,52.234320000000004,21.102529999999998,,33.0
334950.0,29.07,1,pierwotny,,1,8.0,,,2020.0,,,,52.234320000000004,21.102529999999998,,33.0
276794.0,23.26,1,pierwotny,,2,4.0,,,2021.0,,,,52.24933,21.04864,,24.0
333600.0,43.69,2,pierwotny,,3,5.0,,,,,,,52.30645,20.991429999999998,,45.0
277843.0,35.17,2,pierwotny,,parter,5.0,,,2021.0,,,,52.25847,21.12687,,52.0
259515.0,32.85,2,pierwotny,,parter,5.0,,,,,,,52.25847,21.12687,,52.0
259100.0,29.08,2,pierwotny,,parter,5.0,,,,,,,52.30645,20.991429999999998,,45.0
284600.0,36.31,3,wtórny,,2,5.0,,,,,,,52.30645,20.991429999999998,,45.0
4290000.0,99.0,2,pierwotny,apartamentowiec,> 10,52.0,żelbet,plastikowe,2017.0,do zamieszkania,,pełna własność,52.233129999999996,21.019000000000002,miejskie,15.0
5290000.0,133.0,3,pierwotny,apartamentowiec,> 10,52.0,żelbet,plastikowe,2017.0,do zamieszkania,,pełna własność,52.233129999999996,21.019000000000002,miejskie,15.0
710000.0,76.0,4,pierwotny,,,,,,,,,pełna własność,52.233375099999996,20.9571835,,41.0
340000.0,34.0,2,pierwotny,,,,,,,,,,52.2296756,21.012228699999998,,8.0
220000.0,20.0,1,pierwotny,,,,,,,,,,52.2296756,21.012228699999998,,8.0
550000.0,51.2,3,wtórny,blok,2,6.0,żelbet,plastikowe,2016.0,do zamieszkania,560 zł,pełna własność,52.22766184677054,20.887149832324216,miejskie,55.0
1078000.0,89.0,3,wtórny,apartamentowiec,1,6.0,cegła,drewniane,2008.0,do zamieszkania,600 zł,pełna własność,,,miejskie,
650000.0,63.5,3,wtórny,blok,3,4.0,wielka płyta,plastikowe,1976.0,do zamieszkania,,,52.17638189369583,21.057116586230464,miejskie,41.0
1930000.0,126.0,3,wtórny,apartamentowiec,> 10,25.0,,,2018.0,do zamieszkania,,,52.233837799999996,21.1133979,miejskie,37.0
2850000.0,95.0,3,wtórny,apartamentowiec,7,7.0,,drewniane,2008.0,do zamieszkania,,,52.2090403,21.0073967,miejskie,19.0
600000.0,57.0,4,wtórny,blok,3,3.0,wielka płyta,plastikowe,1970.0,do zamieszkania,400 zł,pełna własność,52.1589001,21.0277805,miejskie,32.0
430000.0,34.0,2,wtórny,blok,parter,10.0,wielka płyta,plastikowe,1967.0,do zamieszkania,340 zł,spółdzielcze wł. z KW,52.249559399999995,21.092256,miejskie,37.0
355000.0,21.01,1,pierwotny,,8,11.0,cegła,drewniane,2019.0,do wykończenia,,pełna własność,,,,
894400.0,57.97,3,pierwotny,apartamentowiec,1,4.0,inne,,2019.0,,,pełna własność,52.19416,21.0347,miejskie,46.0
2288000.0,148.54,4,pierwotny,apartamentowiec,1,4.0,inne,,2019.0,,,pełna własność,52.20619,21.03655,miejskie,25.0
1915000.0,93.52,4,pierwotny,apartamentowiec,4,4.0,inne,,2019.0,,,pełna własność,52.20619,21.03655,miejskie,25.0
580000.0,57.26,3,wtórny,,> 10,,,,,do zamieszkania,,,52.234668799999994,20.9907818,,14.0
400000.0,96.0,4,pierwotny,apartamentowiec,,,,,2021.0,do wykończenia,,pełna własność,52.25544438,20.98062515,miejskie,31.0
739000.0,90.0,3,wtórny,apartamentowiec,2,6.0,pustak,,2000.0,,,pełna własność,52.194320000000005,20.9003,inne,32.0
600000.0,58.73,3,pierwotny,,2,8.0,,plastikowe,2019.0,do wykończenia,,pełna własność,52.177994500000004,20.9963454,miejskie,32.0
479000.0,57.0,3,wtórny,blok,3,3.0,wielka płyta,plastikowe,1970.0,do remontu,400 zł,pełna własność,52.158715807574346,21.02825256878662,miejskie,33.0
1500000.0,183.8,4,wtórny,blok,2,2.0,cegła,drewniane,1998.0,do zamieszkania,2 400 zł,pełna własność,52.169557399999995,21.0838673,miejskie,43.0
680000.0,57.65,3,wtórny,blok,4,5.0,cegła,drewniane,2006.0,do zamieszkania,500 zł,pełna własność,52.29032767491689,21.051931510620122,miejskie,47.0
940000.0,75.0,3,wtórny,kamienica,1,6.0,,plastikowe,1956.0,do zamieszkania,700 zł,pełna własność,52.2514956,20.9982082,miejskie,20.0
1100000.0,86.0,3,wtórny,apartamentowiec,1,4.0,cegła,drewniane,2012.0,do zamieszkania,800 zł,pełna własność,,,miejskie,
269000.0,44.5,2,pierwotny,blok,2,2.0,cegła,plastikowe,2020.0,do wykończenia,,pełna własność,,,miejskie,
490000.0,84.5,4,pierwotny,,,2.0,,,2020.0,do wykończenia,,pełna własność,,,,
410000.0,55.0,3,wtórny,blok,2,10.0,wielka płyta,plastikowe,1970.0,do zamieszkania,580 zł,pełna własność,52.3015765,21.04587276,miejskie,47.0
1094000.0,156.3,5,wtórny,apartamentowiec,1,8.0,cegła,plastikowe,2008.0,do wykończenia,1 100 zł,pełna własność,52.185792600000006,21.043916600000003,miejskie,39.0
369000.0,34.0,2,wtórny,kamienica,1,4.0,cegła,,,,400 zł,,52.26013274359442,21.026300377771,,30.0
559000.0,40.0,2,wtórny,,,,,,,,,,,,,
519000.0,60.2,3,wtórny,blok,2,3.0,żelbet,plastikowe,2018.0,do zamieszkania,420 zł,pełna własność,52.32225291937181,21.057915808984376,miejskie,52.0
475000.0,47.0,więcej niż 10,wtórny,blok,10,10.0,,,1968.0,do remontu,419 zł,spółdzielcze własnościowe,52.1875815,21.015636100000002,,29.0
849000.0,69.6,3,wtórny,blok,3,4.0,,plastikowe,2001.0,do zamieszkania,718 zł,spółdzielcze wł. z KW,52.135147520217096,21.058815894689946,gazowe,43.0
469000.0,49.0,3,wtórny,blok,5,6.0,żelbet,,1967.0,do remontu,500 zł,pełna własność,52.229723799999995,20.95327148,miejskie,23.0
720000.0,60.0,3,wtórny,apartamentowiec,6,7.0,,plastikowe,2014.0,,540 zł,pełna własność,,,miejskie,
732000.0,61.0,3,wtórny,blok,5,8.0,cegła,plastikowe,2019.0,do zamieszkania,600 zł,pełna własność,52.23363856912215,21.112281303669146,miejskie,37.0
1036706.0,76.9,3,pierwotny,blok,1,8.0,cegła,drewniane,2020.0,do wykończenia,,pełna własność,52.203027907871764,21.035744548718267,miejskie,26.0
445000.0,35.6,2,pierwotny,apartamentowiec,6,6.0,żelbet,plastikowe,2019.0,do wykończenia,,pełna własność,52.22352264677784,20.93975637023925,miejskie,34.0
395000.0,32.22,2,wtórny,apartamentowiec,> 10,11.0,cegła,plastikowe,2019.0,do zamieszkania,,,52.2271106,20.9579346,miejskie,19.0
495000.0,55.6,3,wtórny,blok,2,10.0,wielka płyta,plastikowe,1975.0,do zamieszkania,575 zł,spółdzielcze wł. z KW,52.2242016,20.9193241,miejskie,35.0
940332.0,77.33,3,pierwotny,blok,1,8.0,cegła,plastikowe,2020.0,do wykończenia,,pełna własność,52.20276489384215,21.035830379406747,miejskie,27.0
650000.0,50.0,2,wtórny,blok,parter,3.0,,drewniane,2016.0,do zamieszkania,500 zł,pełna własność,,,miejskie,
575000.0,47.9,2,wtórny,blok,1,7.0,,plastikowe,2014.0,do zamieszkania,,pełna własność,,,miejskie,
496000.0,53.7,2,wtórny,blok,parter,3.0,cegła,plastikowe,1962.0,do zamieszkania,560 zł,pełna własność,52.183118500000006,20.976548046557614,miejskie,28.0
649000.0,66.3,3,wtórny,blok,parter,8.0,inne,plastikowe,2016.0,do zamieszkania,,pełna własność,,,miejskie,
750000.0,55.0,3,wtórny,kamienica,1,7.0,cegła,drewniane,1953.0,do zamieszkania,,pełna własność,,,miejskie,
515000.0,43.0,2,wtórny,kamienica,3,3.0,cegła,plastikowe,1956.0,do zamieszkania,,pełna własność,,,miejskie,
569000.0,41.8,2,wtórny,apartamentowiec,,3.0,cegła,drewniane,2019.0,do zamieszkania,400 zł,pełna własność,52.207975700000006,20.9375153,miejskie,34.0
499999.0,38.0,1,wtórny,blok,6,10.0,inne,plastikowe,1970.0,do zamieszkania,,spółdzielcze wł. z KW,52.2089703,21.0028606,miejskie,22.0
562000.0,79.0,4,pierwotny,blok,1,5.0,cegła,plastikowe,2019.0,do wykończenia,,,52.24746168066,21.084146030689002,miejskie,33.0
3500000.0,170.0,5,wtórny,,4,4.0,,,,,,,,,,
649000.0,47.0,2,wtórny,blok,5,5.0,cegła,plastikowe,2019.0,do zamieszkania,390 zł,pełna własność,,,miejskie,
786500.0,121.0,4,wtórny,blok,3,3.0,,,2006.0,do zamieszkania,920 zł,pełna własność,,,,
279997.0,37.5,2,wtórny,blok,8,10.0,wielka płyta,plastikowe,1965.0,do remontu,380 zł,spółdzielcze wł. z KW,,,miejskie,
3900000.0,208.0,4,wtórny,,9,9.0,,,2002.0,,,,,,,
3790000.0,144.0,4,wtórny,apartamentowiec,1,4.0,,,2003.0,,,,,,,
1800000.0,53.0,2,wtórny,,8,44.0,,,2015.0,,,,52.2318521,20.996083,,11.0
2700000.0,121.0,4,wtórny,apartamentowiec,2,3.0,cegła,drewniane,2006.0,do zamieszkania,2 000 zł,pełna własność,,,miejskie,
6500000.0,163.0,4,wtórny,apartamentowiec,,44.0,,,2015.0,,,,52.2318521,20.996083,,11.0
6500000.0,163.0,4,wtórny,,,44.0,,,2015.0,,,,52.2318521,20.996083,,11.0
5500000.0,160.2,4,wtórny,apartamentowiec,,44.0,,,2015.0,do zamieszkania,,,52.2318521,20.996083,,11.0
2990000.0,153.0,5,wtórny,,4,,,,,,,,,,,
6600000.0,163.3,4,wtórny,,> 10,44.0,,,2015.0,,,,52.23556725,21.00216873,,
3990000.0,209.27,8,wtórny,apartamentowiec,4,,,,,,,,,,,
6500000.0,202.77,5,wtórny,,3,5.0,,,2008.0,,,,,,,
7500000.0,280.0,5,wtórny,apartamentowiec,5,9.0,,,2002.0,do zamieszkania,3 500 zł,pełna własność,,,,
1995000.0,170.0,4,wtórny,,,,,,,do zamieszkania,1 500 zł,pełna własność,52.1442398,21.0177838,,36.0
950000.0,58.23,2,wtórny,,1,2.0,,,1782.0,,640 zł,pełna własność,,,,
4300000.0,134.0,3,wtórny,,,44.0,,,2015.0,,,,52.2318521,20.996083,,11.0
3100000.0,104.0,2,wtórny,,> 10,52.0,,,2017.0,,,,,,,
5978921.3,206.74,5,wtórny,,4,,,,,,,,,,,
1790000.0,90.0,3,wtórny,apartamentowiec,2,,,,2013.0,,,,,,,
1020000.0,47.0,2,wtórny,,3,9.0,,,2016.0,,,pełna własność,,,,
1750000.0,128.0,3,wtórny,,3,,,,,,,pełna własność,,,,
696000.0,58.0,2,wtórny,,5,8.0,,,2009.0,,600 zł,pełna własność,,,,
1850000.0,92.36,2,wtórny,,6,6.0,,,,,,,,,,
3520000.0,176.0,5,wtórny,,6,6.0,,,,,,,,,,
1900000.0,112.0,4,wtórny,apartamentowiec,5,7.0,cegła,drewniane,2008.0,do zamieszkania,1 800 zł,pełna własność,,,miejskie,
2650000.0,155.0,4,wtórny,,3,4.0,,,2012.0,,,,,,,
770000.0,37.0,2,wtórny,,5,5.0,,,1928.0,,,pełna własność,,,,
1675000.0,83.71,3,wtórny,,6,6.0,,,,,,,,,,
998000.0,51.35,2,wtórny,,parter,5.0,,,2012.0,,,pełna własność,,,,
6450000.0,164.87,4,wtórny,,3,5.0,,,2012.0,,,,,,,
7500000.0,193.18,3,wtórny,apartamentowiec,> 10,22.0,,,,do zamieszkania,,,,,,
2250000.0,157.9,8,wtórny,,2,2.0,,,,,,spółdzielcze wł. z KW,,,,
497500.0,37.5,2,wtórny,blok,2,10.0,wielka płyta,plastikowe,1960.0,do zamieszkania,,pełna własność,52.2226097,20.98298866,miejskie,15.0
609000.0,51.1,2,wtórny,blok,7,8.0,inne,,2006.0,do zamieszkania,450 zł,pełna własność,,,miejskie,
950000.0,81.47,3,wtórny,apartamentowiec,1,3.0,cegła,plastikowe,2009.0,do zamieszkania,1 zł,pełna własność,52.16169055118893,21.07985102327881,miejskie,49.0
1235000.0,88.56,3,wtórny,kamienica,2,3.0,cegła,plastikowe,1964.0,do zamieszkania,650 zł,pełna własność,,,,
349300.0,58.37,3,pierwotny,blok,1,3.0,cegła,plastikowe,2020.0,do wykończenia,,pełna własność,52.3242539,21.0483317,,48.0
569862.0,93.42,4,pierwotny,blok,1,3.0,cegła,plastikowe,2020.0,do wykończenia,,pełna własność,52.3242539,21.0483317,,48.0
320494.0,45.14,2,pierwotny,blok,2,3.0,cegła,plastikowe,2020.0,do wykończenia,,pełna własność,52.3242539,21.0483317,,48.0
474822.0,58.62,3,pierwotny,blok,3,3.0,cegła,plastikowe,2020.0,do wykończenia,,pełna własność,,,,
442224.0,61.42,3,pierwotny,blok,parter,2.0,cegła,plastikowe,2020.0,do wykończenia,,,,,,
379000.0,53.5,3,wtórny,blok,5,10.0,,,1975.0,do remontu,550 zł,spółdzielcze własnościowe,,,miejskie,
1650000.0,238.0,5,pierwotny,dom wolnostojący,parter,5.0,cegła,drewniane,2020.0,do wykończenia,1 zł,pełna własność,,,gazowe,
1550000.0,170.0,5,pierwotny,dom wolnostojący,1,2.0,cegła,drewniane,2020.0,do wykończenia,1 zł,pełna własność,,,gazowe,
519000.0,41.0,2,wtórny,blok,5,6.0,cegła,plastikowe,,do zamieszkania,400 zł,,,,miejskie,
670000.0,49.2,2,wtórny,,3,6.0,,drewniane,2015.0,do zamieszkania,500 zł,,,,,
920000.0,101.4,3,wtórny,kamienica,parter,2.0,cegła,plastikowe,1954.0,do remontu,,pełna własność,,,,
644000.0,56.1,3,wtórny,,parter,4.0,,drewniane,2009.0,do wykończenia,700 zł,pełna własność,,,,
550000.0,63.2,3,wtórny,,1,3.0,,,1992.0,do wykończenia,750 zł,pełna własność,,,,
849000.0,75.75,3,wtórny,,3,4.0,,plastikowe,2013.0,do wykończenia,540 zł,pełna własność,,,,
289050.0,21.01,1,pierwotny,,6,11.0,cegła,plastikowe,2019.0,do wykończenia,,,,,,
523000.0,45.3,3,wtórny,blok,8,10.0,wielka płyta,plastikowe,1970.0,do remontu,540 zł,spółdzielcze wł. z KW,,,,
650000.0,61.21,2,wtórny,kamienica,5,5.0,cegła,,1958.0,do wykończenia,590 zł,,,,,
860000.0,70.39,3,wtórny,,4,4.0,cegła,plastikowe,2014.0,do zamieszkania,666 zł,pełna własność,,,,
445000.0,52.0,3,wtórny,blok,parter,3.0,,plastikowe,2008.0,do zamieszkania,470 zł,pełna własność,52.19608475,20.8596009,miejskie,47.0
350000.0,41.0,2,wtórny,blok,10,10.0,,,1974.0,do remontu,,spółdzielcze własnościowe,52.27128,21.05203,,41.0
640000.0,46.8,2,wtórny,kamienica,1,4.0,cegła,plastikowe,1950.0,do zamieszkania,343 zł,pełna własność,52.2156401,20.974624,miejskie,19.0
866460.0,61.89,2,pierwotny,,1,2.0,cegła,drewniane,2018.0,do wykończenia,,udział,52.19121593778018,21.062816613769527,gazowe,37.0
580000.0,58.0,2,wtórny,apartamentowiec,10,11.0,inne,plastikowe,2003.0,do zamieszkania,500 zł,pełna własność,52.2785217,20.9168395,miejskie,49.0
1850000.0,94.5,4,wtórny,apartamentowiec,2,4.0,,,2018.0,do zamieszkania,,,52.1608237,21.0780113,miejskie,46.0
338005.0,39.77,2,wtórny,kamienica,1,3.0,cegła,plastikowe,1936.0,do wykończenia,,pełna własność,52.20755215834558,20.924998122753905,gazowe,29.0
855000.0,65.0,3,wtórny,blok,2,4.0,beton,plastikowe,2017.0,do zamieszkania,683 zł,pełna własność,52.1679674515166,21.070130513877867,miejskie,41.0
695000.0,50.0,2,wtórny,apartamentowiec,8,,,drewniane,2017.0,do zamieszkania,400 zł,pełna własność,52.188984000000005,21.0064458,miejskie,28.0
314000.0,32.0,1,wtórny,blok,6,10.0,wielka płyta,plastikowe,1980.0,do zamieszkania,,spółdzielcze własnościowe,52.2970903,21.0484526,miejskie,49.0
510000.0,28.9,1,wtórny,apartamentowiec,4,6.0,cegła,drewniane,2019.0,do wykończenia,300 zł,pełna własność,52.2366453,20.9920636,miejskie,19.0
559000.0,50.0,2,wtórny,kamienica,2,2.0,cegła,plastikowe,1950.0,do remontu,470 zł,pełna własność,52.238074700000006,20.9621367,miejskie,35.0
335000.0,35.78,1,wtórny,,2,4.0,,plastikowe,1998.0,,400 zł,pełna własność,52.322359000000006,20.95221,,57.0
1838000.0,184.0,4,pierwotny,,,,,,,,,,52.233375099999996,20.9571835,,41.0
330000.0,39.0,2,pierwotny,,,,,,,,,,52.3127422,21.0729753,,62.0
730000.0,61.25,3,wtórny,apartamentowiec,3,4.0,cegła,drewniane,2010.0,do zamieszkania,475 zł,pełna własność,52.16791916468318,21.008263995739746,miejskie,43.0
1650000.0,102.0,3,wtórny,kamienica,2,5.0,cegła,plastikowe,1938.0,do zamieszkania,800 zł,pełna własność,52.21621380139914,21.021528923353085,miejskie,26.0
649000.0,44.0,2,wtórny,apartamentowiec,1,7.0,,,2019.0,do zamieszkania,350 zł,pełna własność,52.2595722,20.979911899999998,,32.0
